event_group_id,condition_id,linked_tweet_count,avg_link_confidence,max_link_confidence,text_similarity,has_tweet_link,event_group_label,first_tweet_at,last_tweet_at,tweet_count,cluster_count,event_text,normalized_event_text,event_tokens,market_created_at,question,market_slug,category,lag_days,temporal_fit,score,creation_month,total_volume,month_percentile_rank
7783,0x382b04ba24e18ac6d3436907384e98b4670435c97a43eda7d5c046eb00c623a3,1,0.7327171564102173,0.7327171564102173,0.0,1,"#abudhabigp, #mclaren, final",2025-12-07 00:36:11+00:00,2025-12-08 22:34:51+00:00,141,15,"#abudhabigp, #mclaren, final #mclaren, #abudhabigp, race #probowlvote, riley, patterson josh, allen, cinvsbuf saturday, final, scores james, harden, time jordan, love, chivsgb #abudhabigp, dhabi, lando #abudhabigp, season, here millie, bobby, #strangerthingsonfallon #idontwanttooverreactbut, #pmslive, here #mclaren, #thisteam, long people, chat, subscribe full, episode, here scores, final, sunday lebron, james, points",#abudhabigp #mclaren final #mclaren #abudhabigp race #probowlvote riley patterson josh allen cinvsbuf saturday final scores james harden time jordan love chivsgb #abudhabigp dhabi lando #abudhabigp season here millie bobby #strangerthingsonfallon #idontwanttooverreactbut #pmslive here #mclaren #thisteam long people chat subscribe full episode here scores final sunday lebron james points,"['#abudhabigp', '#mclaren', 'final', '#mclaren', '#abudhabigp', 'race', '#probowlvote', 'riley', 'patterson', 'josh', 'allen', 'cinvsbuf', 'saturday', 'final', 'scores', 'james', 'harden', 'time', 'jordan', 'love', 'chivsgb', '#abudhabigp', 'dhabi', 'lando', '#abudhabigp', 'season', 'here', 'millie', 'bobby', '#strangerthingsonfallon', '#idontwanttooverreactbut', '#pmslive', 'here', '#mclaren', '#thisteam', 'long', 'people', 'chat', 'subscribe', 'full', 'episode', 'here', 'scores', 'final', 'sunday', 'lebron', 'james', 'points']",2025-12-07 14:10:36.923994+00:00,Lakers vs. 76ers: O/U 232.5,nba-lal-phi-2025-12-07-total-232pt5,sports,0.5655778240046296,0.9192031679993388,3.039657061757534,2025-12,9592.499237,0.6747504703593865
6616,0x3a48989e715f027fde0ebe132b812923c934cdae6116fc3386e5122212a23035,3,0.7372760772705078,0.7575141191482544,0.1363636363636363,1,"trump, tariffs, china",2025-04-06 13:54:08+00:00,2025-04-08 12:46:25+00:00,32,7,"trump, tariffs, china secretary, treasury, trump trump, considering, tariffs trump, donald, rates polymarket, trump, tariffs capital, gains, trump commerce, ministry, tariffs treasury, secretary, bessent",trump tariffs china secretary treasury trump trump considering tariffs trump donald rates polymarket trump tariffs capital gains trump commerce ministry tariffs treasury secretary bessent,"['trump', 'tariffs', 'china', 'secretary', 'treasury', 'trump', 'trump', 'considering', 'tariffs', 'trump', 'donald', 'rates', 'polymarket', 'trump', 'tariffs', 'capital', 'gains', 'trump', 'commerce', 'ministry', 'tariffs', 'treasury', 'secretary', 'bessent']",2025-04-07 14:36:26.687599+00:00,Trump pauses all reciprocal tariffs other than China before Wednesday?,trump-administration-pauses-all-reciprocal-tariffs-other-than-china-before-wednesday,elections / politics,1.0293829583217593,0.8529452916683201,4.411880905418517,2025-04,44373.473798,0.5665616948182078
4461,0x3acbc30225e32c08f43fb22e56d526ce733dfad10a729b19704e1ecf061d8e9d,2,0.7121924161911011,0.7132207751274109,0.0,1,"openai, $nvda, $msft",2023-11-20 00:13:31+00:00,2023-11-21 22:39:06+00:00,73,14,"openai, $nvda, $msft playing, $msft, $nvda $msft, openai, microsoft microsoft, altman, $msft microsoft, board, $msft $msft, ⚠️breaking, altman $nvda, call, woah nvidia, $nvda, time openai, employees, board ilya, sutskever, openai openai, nothing, without $nvda, calls, sold $nvda, earnings, revenue nvidia, earnings, $nvda $tsla, bullish, call",openai $nvda $msft playing $msft $nvda $msft openai microsoft microsoft altman $msft microsoft board $msft $msft ⚠️breaking altman $nvda call woah nvidia $nvda time openai employees board ilya sutskever openai openai nothing without $nvda calls sold $nvda earnings revenue nvidia earnings $nvda $tsla bullish call,"['openai', '$nvda', '$msft', 'playing', '$msft', '$nvda', '$msft', 'openai', 'microsoft', 'microsoft', 'altman', '$msft', 'microsoft', 'board', '$msft', '$msft', '⚠️breaking', 'altman', '$nvda', 'call', 'woah', 'nvidia', '$nvda', 'time', 'openai', 'employees', 'board', 'ilya', 'sutskever', 'openai', 'openai', 'nothing', 'without', '$nvda', 'calls', 'sold', '$nvda', 'earnings', 'revenue', 'nvidia', 'earnings', '$nvda', '$tsla', 'bullish', 'call']",2023-11-20 16:00:06.091000+00:00,OpenAI board out by end of week?,openai-board-out-by-end-of-week,company / product announcements,0.6573505902777778,0.9060927728174604,3.6072064499317302,2023-11,31047.954147,0.8146341463414634
6329,0x3adf7ebc2e049e1c7014f75148275f76fdc42c2f3b0fed58dfdff6d5af112f77,7,0.7623996394021171,0.8286627531051636,0.1333333333333333,1,"trump, powell, $djt",2025-01-29 13:30:18+00:00,2025-01-29 21:00:41+00:00,20,5,"trump, powell, $djt $djt, trump, media trump, media, $djt powell, banks, crypto powell, contact, trump powell, need, policy",trump powell $djt $djt trump media trump media $djt powell banks crypto powell contact trump powell need policy,"['trump', 'powell', '$djt', '$djt', 'trump', 'media', 'trump', 'media', '$djt', 'powell', 'banks', 'crypto', 'powell', 'contact', 'trump', 'powell', 'need', 'policy']",2025-01-29 17:27:24.535099+00:00,Will Trump Media invest in $TRUMP before March?,will-trump-media-invest-in-trump-before-march,company / product announcements,0.1646589710532407,0.9764772898495372,5.560417487598129,2025-01,19464.978797,0.3909451421017845
5475,0x3af8649c178f907f762baaa3c81c00f0dd4dabe8b1de9cd4dc9c42cd1707ecb4,6,0.7618336280186971,0.7863972187042236,0.0,1,"biden, tested, positive",2024-07-17 22:05:17+00:00,2024-07-17 22:33:21+00:00,6,1,"biden, tested, positive biden, tested, positive",biden tested positive biden tested positive,"['biden', 'tested', 'positive', 'biden', 'tested', 'positive']",2024-07-18 00:04:27.421819+00:00,Biden COVID free by next Friday?,biden-covid-free-by-next-friday,elections / politics,0.0827595117939814,0.9881772126008598,5.009626752998797,2024-07,43473.10684,0.6526946107784432
6124,0x3bb71888037ec575e38fa2313b0e144c1a3459b988a0f4b0ba558b5127d2f9dd,6,0.7216233213742574,0.7391437292098999,0.0,1,"$tsla, tesla, raises",2024-12-05 11:20:08+00:00,2024-12-06 23:16:15+00:00,25,5,"$tsla, tesla, raises $tsla, tesla, raises $tsla, breakout, next tesla, $tsla, leading $tsla, strong, level tesla, $tsla, $500",$tsla tesla raises $tsla tesla raises $tsla breakout next tesla $tsla leading $tsla strong level tesla $tsla $500,"['$tsla', 'tesla', 'raises', '$tsla', 'tesla', 'raises', '$tsla', 'breakout', 'next', 'tesla', '$tsla', 'leading', '$tsla', 'strong', 'level', 'tesla', '$tsla', '$500']",2024-12-05 19:17:47.462374+00:00,Roaring Kitty shows GameStop holdings by Friday?,roaring-kitty-shows-new-gamestop-holdings-by-friday,company / product announcements,0.3317067404398148,0.9526133227943122,4.921511569023465,2024-12,13030.743639,0.1761252446183953
3692,0x3cd9bf1968fec6b062881a65cd58380b030dd57473a857af5cf28596798c6fc4,2,0.727515459060669,0.7301713228225708,0.3,1,"deal, debt, ceiling",2023-05-30 13:01:37+00:00,2023-05-31 16:45:02+00:00,14,3,"deal, debt, ceiling deal, debt, ceiling debt, ceiling, deal debt, ceiling, deal",deal debt ceiling deal debt ceiling debt ceiling deal debt ceiling deal,"['deal', 'debt', 'ceiling', 'deal', 'debt', 'ceiling', 'debt', 'ceiling', 'deal', 'debt', 'ceiling', 'deal']",2023-05-30 14:26:19.581000+00:00,Will 140 or more House Republicans vote for the debt ceiling deal by June 4?,will-140-or-more-house-republicans-vote-for-the-debt-ceiling-deal-by-june-4,elections / politics,0.0588261689814814,0.991596261574074,4.419036922868916,2023-05,2700.763938,0.8473684210526315
4619,0x3dca856cd8ec8fc743e2ff7a6ea2881a17ff1e4e7c02e7ea645bd01699713d90,7,0.7568092261041913,0.7982677221298218,0.1538461538461538,1,"south, africa, israel",2024-01-11 07:51:36+00:00,2024-01-12 13:45:41+00:00,21,4,"south, africa, israel south, africa, evidence south, africa, genocide south, africa, israeli israel, updates, south",south africa israel south africa evidence south africa genocide south africa israeli israel updates south,"['south', 'africa', 'israel', 'south', 'africa', 'evidence', 'south', 'africa', 'genocide', 'south', 'africa', 'israeli', 'israel', 'updates', 'south']",2024-01-11 15:57:54.484000+00:00,Will the ICJ find Israel guilty of genocide before April?,will-the-icj-find-israel-guilty-of-genocide-before-april,elections / politics,0.3377139351851851,0.9517551521164022,5.579625151676849,2024-01,35978.359407,0.4149377593360996
6424,0x3ec4f8a453b7fcda50ed87ad78a6a22cac0d123762e087a89d4348f7b3e5ec5d,1,0.7577672004699707,0.7577672004699707,0.5,1,"mary, kate, cornett",2025-02-26 02:21:15+00:00,2025-02-26 17:02:07+00:00,4,1,"mary, kate, cornett mary, kate, cornett",mary kate cornett mary kate cornett,"['mary', 'kate', 'cornett', 'mary', 'kate', 'cornett']",2025-02-26 15:16:23.680072+00:00,Mary Kate Cornett breakup by Friday?,mary-kate-cornett-breakup-by-friday,none,0.5382949082407408,0.92310072739418,4.335053662620039,2025-02,3989.561052,0.2829625610417797
5047,0x41aced332e79402e8dad7f66faeae7e56d9870aea5e2e1d15c2dd0f4a1ecdc64,4,0.7378102093935013,0.7657463550567627,0.125,1,"arizona, supreme, court",2024-04-10 08:30:09+00:00,2024-04-10 23:03:00+00:00,6,1,"arizona, supreme, court arizona, supreme, court",arizona supreme court arizona supreme court,"['arizona', 'supreme', 'court', 'arizona', 'supreme', 'court']",2024-04-10 14:41:36.765242+00:00,Will Arizona abortion ban be repealed?,will-arizona-abortion-ban-be-repealed,elections / politics,0.2579602458564815,0.9631485363062168,4.767052222443895,2024-04,38287.0,0.6138996138996139
7284,0x41f50b6a9a90709765a428e579b8b00eb692ecdc139ed75ae697c702dcc9ec69,1,0.7447071671485901,0.7447071671485901,0.1538461538461538,1,"taylor, swift, travis",2025-08-26 17:06:56+00:00,2025-08-26 21:51:18+00:00,11,2,"taylor, swift, travis taylor, swift, travis taylor, swift, travis",taylor swift travis taylor swift travis taylor swift travis,"['taylor', 'swift', 'travis', 'taylor', 'swift', 'travis', 'taylor', 'swift', 'travis']",2025-08-26 19:28:11.203702+00:00,Taylor Swift's wedding post most-liked Instagram by August 31?,will-taylor-swifts-wedding-post-be-instagrams-most-liked-by-august-31,entertainment / awards,0.0980926354398148,0.9859867663657408,3.471968404511632,2025-08,50615.192663,0.7177800616649538
4857,0x4241a93cce3da0fca2bc94e65ec23f221be9e5b11b01646f51ca794bfe2db850,6,0.7361713747183481,0.7940274477005005,0.0,1,"#bitcoin, #btc, bitcoin",2024-03-04 04:49:29+00:00,2024-03-05 22:00:01+00:00,59,10,"#bitcoin, #btc, bitcoin bitcoin, $btc, back nvidia, $nvda, portfolio #bitcoin, bull, support halving, bitcoin, #btc #btc, #crypto, #bitcoin $spx, back, holdings bitcoin, high, above #bitcoin, hits, high #btc, #crypto, #bitcoin bitcoin, #btc, #crypto",#bitcoin #btc bitcoin bitcoin $btc back nvidia $nvda portfolio #bitcoin bull support halving bitcoin #btc #btc #crypto #bitcoin $spx back holdings bitcoin high above #bitcoin hits high #btc #crypto #bitcoin bitcoin #btc #crypto,"['#bitcoin', '#btc', 'bitcoin', 'bitcoin', '$btc', 'back', 'nvidia', '$nvda', 'portfolio', '#bitcoin', 'bull', 'support', 'halving', 'bitcoin', '#btc', '#btc', '#crypto', '#bitcoin', '$spx', 'back', 'holdings', 'bitcoin', 'high', 'above', '#bitcoin', 'hits', 'high', '#btc', '#crypto', '#bitcoin', 'bitcoin', '#btc', '#crypto']",2024-03-05 20:42:13.735000+00:00,Bitcoin new all time high by Friday?,bitcoin-new-all-time-high-by-friday,crypto / digital assets,1.661628877314815,0.7626244460978836,4.8911429442703085,2024-03,199844.805161,0.7472324723247232
6416,0x42bcee2fd32d17a1202b0d6f66dd6488906e65fb33d630ec694509e181bf4c73,1,0.8631529808044434,0.8631529808044434,0.0,1,"#bitcoin, $tsla, since",2025-02-24 04:10:13+00:00,2025-02-25 23:47:47+00:00,86,15,"#bitcoin, $tsla, since $baba, wave, since $hims, earnings, sell $hims, earnings, beaten bitcoin, $btc, plunges $litm, spiking, higher microstrategy, $mstr, bitcoin $pltr, well, filled $pltr, knows, every $spx, channel, days $tsla, tesla, which $tsla, bounce, back tesla, $tsla, autopilot tesla, $tsla, billion #bitcoin, dominance, train bitcoin, falls, since",#bitcoin $tsla since $baba wave since $hims earnings sell $hims earnings beaten bitcoin $btc plunges $litm spiking higher microstrategy $mstr bitcoin $pltr well filled $pltr knows every $spx channel days $tsla tesla which $tsla bounce back tesla $tsla autopilot tesla $tsla billion #bitcoin dominance train bitcoin falls since,"['#bitcoin', '$tsla', 'since', '$baba', 'wave', 'since', '$hims', 'earnings', 'sell', '$hims', 'earnings', 'beaten', 'bitcoin', '$btc', 'plunges', '$litm', 'spiking', 'higher', 'microstrategy', '$mstr', 'bitcoin', '$pltr', 'well', 'filled', '$pltr', 'knows', 'every', '$spx', 'channel', 'days', '$tsla', 'tesla', 'which', '$tsla', 'bounce', 'back', 'tesla', '$tsla', 'autopilot', 'tesla', '$tsla', 'billion', '#bitcoin', 'dominance', 'train', 'bitcoin', 'falls', 'since']",2025-02-25 21:36:30.619523+00:00,Will MicroStrategy be forced to liquidate Bitcoin holdings in 2025?,will-microstrategy-be-forced-to-liquidate-bitcoin-holdings-in-2025,company / product announcements,1.7265928185532406,0.7533438830638228,3.201576040473223,2025-02,450383.057758,0.8982637004883343
7972,0x441e848cbebb646d4976cc59cb245c7838dd0515cd23763804416f98b5fd903c,1,0.7113498449325562,0.7113498449325562,0.0,1,"trump, president, greenland",2026-01-20 00:46:59+00:00,2026-01-21 21:11:16+00:00,101,15,"trump, president, greenland supreme, court, ruling donald, trump, which france, macron, europe macron, trump, france trump, leadership, securing trump, tariffs, macron court, supreme, lisa trump, davos, ukraine trump, greenland, davos denmark, foreign, minister donald, trump, more greenland, trump, part trump, said, wind stock, trump, double trump, greenland, tariffs",trump president greenland supreme court ruling donald trump which france macron europe macron trump france trump leadership securing trump tariffs macron court supreme lisa trump davos ukraine trump greenland davos denmark foreign minister donald trump more greenland trump part trump said wind stock trump double trump greenland tariffs,"['trump', 'president', 'greenland', 'supreme', 'court', 'ruling', 'donald', 'trump', 'which', 'france', 'macron', 'europe', 'macron', 'trump', 'france', 'trump', 'leadership', 'securing', 'trump', 'tariffs', 'macron', 'court', 'supreme', 'lisa', 'trump', 'davos', 'ukraine', 'trump', 'greenland', 'davos', 'denmark', 'foreign', 'minister', 'donald', 'trump', 'more', 'greenland', 'trump', 'part', 'trump', 'said', 'wind', 'stock', 'trump', 'double', 'trump', 'greenland', 'tariffs']",2026-01-20 21:05:37.439102+00:00,"Will Trump say ""Putin"" or ""Zelenskyy"" during the Board of Peace Charter Announcement?",will-trump-say-putin-or-zelenskyy-during-the-board-of-peace-charter-announcement,elections / politics,0.8462782303472223,0.8791031099503969,2.98622424345205,2026-01,7837.324247,0.7056467683454356
7811,0x45a3dcee564c228a300d43673420d07db580164bf20317c82088f517a2f3e434,1,0.7170754671096802,0.7170754671096802,0.0,1,"#probowlvote, #cfc, paramount",2025-12-14 02:57:03+00:00,2025-12-15 20:23:06+00:00,60,11,"#probowlvote, #cfc, paramount #cfc, #cheeve, goal #probowlvote, williams, votes welcome, back, wemby josh, jacobs, gbvsden philip, rivers, indvssea #broncoscountry, #gbvsden, meets #idontwanttooverreactbut, #pmslive, fans repost, #probowlvote, #minvsdal #packers, micah, parsons sunday, final, scores patrick, mahomes, knee",#probowlvote #cfc paramount #cfc #cheeve goal #probowlvote williams votes welcome back wemby josh jacobs gbvsden philip rivers indvssea #broncoscountry #gbvsden meets #idontwanttooverreactbut #pmslive fans repost #probowlvote #minvsdal #packers micah parsons sunday final scores patrick mahomes knee,"['#probowlvote', '#cfc', 'paramount', '#cfc', '#cheeve', 'goal', '#probowlvote', 'williams', 'votes', 'welcome', 'back', 'wemby', 'josh', 'jacobs', 'gbvsden', 'philip', 'rivers', 'indvssea', '#broncoscountry', '#gbvsden', 'meets', '#idontwanttooverreactbut', '#pmslive', 'fans', 'repost', '#probowlvote', '#minvsdal', '#packers', 'micah', 'parsons', 'sunday', 'final', 'scores', 'patrick', 'mahomes', 'knee']",2025-12-14 04:15:34.743792+00:00,Josh Jacobs: Rushing Yards O/U 62.5,nfl-gb-den-2025-12-14-rush-josh-jacobs-62pt5,sports,0.0545340716666666,0.9922094183333332,3.041486605615192,2025-12,177.48,0.3356213527217067
7843,0x47728030169981b3d232cb5e65591a5386cd7da49f963eabae6dff20fee113be,1,0.7333505153656006,0.7333505153656006,0.0,1,"#cfc, #newche, game",2025-12-20 09:13:43+00:00,2025-12-22 06:35:40+00:00,58,8,"#cfc, #newche, game #cfc, #newche, james 𝗩𝗶𝗻𝗰𝗲𝗻𝘁, 𝗞𝗼𝗺𝗽𝗮𝗻𝘆, game 𝗚𝗢𝗢𝗢𝗢𝗢𝗢𝗔𝗔𝗔𝗔𝗔𝗔𝗟𝗟𝗟𝗟𝗟𝗟𝗟, #fchfcb, header time, game, front second, half, team trevor, lawrence, jaxvsden malik, willis, gbvschi sunday, final, scores",#cfc #newche game #cfc #newche james 𝗩𝗶𝗻𝗰𝗲𝗻𝘁 𝗞𝗼𝗺𝗽𝗮𝗻𝘆 game 𝗚𝗢𝗢𝗢𝗢𝗢𝗢𝗔𝗔𝗔𝗔𝗔𝗔𝗟𝗟𝗟𝗟𝗟𝗟𝗟 #fchfcb header time game front second half team trevor lawrence jaxvsden malik willis gbvschi sunday final scores,"['#cfc', '#newche', 'game', '#cfc', '#newche', 'james', '𝗩𝗶𝗻𝗰𝗲𝗻𝘁', '𝗞𝗼𝗺𝗽𝗮𝗻𝘆', 'game', '𝗚𝗢𝗢𝗢𝗢𝗢𝗢𝗔𝗔𝗔𝗔𝗔𝗔𝗟𝗟𝗟𝗟𝗟𝗟𝗟', '#fchfcb', 'header', 'time', 'game', 'front', 'second', 'half', 'team', 'trevor', 'lawrence', 'jaxvsden', 'malik', 'willis', 'gbvschi', 'sunday', 'final', 'scores']",2025-12-21 07:10:18.084742+00:00,Dennis Schröder: Points Over 12.5,nba-hou-sac-2025-12-21-points-dennis-schroder-12pt5,sports,0.9142949622916668,0.8693864339583333,3.0208387463130526,2025-12,145.98,0.3268359960457923
6965,0x485aed10c358c818318c5aac75b8c2719b5ba52b68ed40c7d6e2a2bbdefe3e58,1,0.7142592668533325,0.7142592668533325,0.0,1,"#nbafinals, game, presented",2025-06-16 03:32:23+00:00,2025-06-17 23:08:22+00:00,15,3,"#nbafinals, game, presented game, #nbafinals, presented game, #nbafinals, presented jalen, williams, game",#nbafinals game presented game #nbafinals presented game #nbafinals presented jalen williams game,"['#nbafinals', 'game', 'presented', 'game', '#nbafinals', 'presented', 'game', '#nbafinals', 'presented', 'jalen', 'williams', 'game']",2025-06-17 15:33:09.325419+00:00,NBA Finals G6: Will Haliburton score 16+ points against the Thunder?,nba-finals-g6-will-haliburton-score-16-points-against-the-thunder,sports,1.5005361738310186,0.7856376894527116,2.953929563614335,2025-06,2120.061403,0.2036108324974924
5551,0x4ca3f55e674d0ae4446580db7516d7c8de8cc571b587c2173f8186874747fbab,1,0.7155566215515137,0.7155566215515137,0.0,1,"#nflplus, #paris2024, #basketball",2024-08-08 09:09:08+00:00,2024-08-10 02:39:05+00:00,266,17,"#nflplus, #paris2024, #basketball #paris2024, #basketball, serbia #carvsne, #nflplus, preseason #detvsnyg, #nflplus, malik #usabmnt, #paris2024, #basketball think, #pmslive, gonna stephen, curry, network #atlvsmia, #nflplus, penix #basketball, #paris2024, game #carvsne, #nflplus, making #detvsnyg, #nflplus, eric #dnacmilan, #sempremilan, ready #houvspit, #nflplus, steel #usabwnt, #paris2024, #basketball #usabwnt, peacock, australia #atlvsmia, #nflplus, jaylen #houvspit, #nflplus, kyle #phivsbal, #nflplus, shipley",#nflplus #paris2024 #basketball #paris2024 #basketball serbia #carvsne #nflplus preseason #detvsnyg #nflplus malik #usabmnt #paris2024 #basketball think #pmslive gonna stephen curry network #atlvsmia #nflplus penix #basketball #paris2024 game #carvsne #nflplus making #detvsnyg #nflplus eric #dnacmilan #sempremilan ready #houvspit #nflplus steel #usabwnt #paris2024 #basketball #usabwnt peacock australia #atlvsmia #nflplus jaylen #houvspit #nflplus kyle #phivsbal #nflplus shipley,"['#nflplus', '#paris2024', '#basketball', '#paris2024', '#basketball', 'serbia', '#carvsne', '#nflplus', 'preseason', '#detvsnyg', '#nflplus', 'malik', '#usabmnt', '#paris2024', '#basketball', 'think', '#pmslive', 'gonna', 'stephen', 'curry', 'network', '#atlvsmia', '#nflplus', 'penix', '#basketball', '#paris2024', 'game', '#carvsne', '#nflplus', 'making', '#detvsnyg', '#nflplus', 'eric', '#dnacmilan', '#sempremilan', 'ready', '#houvspit', '#nflplus', 'steel', '#usabwnt', '#paris2024', '#basketball', '#usabwnt', 'peacock', 'australia', '#atlvsmia', '#nflplus', 'jaylen', '#houvspit', '#nflplus', 'kyle', '#phivsbal', '#nflplus', 'shipley']",2024-08-08 22:03:22.355828+00:00,Olympic Men’s Basketball Final: USA vs. France,olympic-mens-basketball-final-usa-vs-france,sports,0.5376661554166666,0.9231905492261904,3.0112210782455437,2024-08,112270.638573,0.6514806378132119
5208,0x4df9b983c037c0baa85f1d10184ef5f2dc000a979eedcd78b69edbfd5bb651c9,1,0.7333704233169556,0.7333704233169556,0.4285714285714285,1,"biden, trump, june",2024-05-15 12:52:10+00:00,2024-05-15 15:48:27+00:00,4,1,"biden, trump, june biden, trump, june",biden trump june biden trump june,"['biden', 'trump', 'june', 'biden', 'trump', 'june']",2024-05-15 16:03:39.216765+00:00,Trump + Biden debate on June 27 as planned?,trump-biden-debate-on-june-27-as-planned,elections / politics,0.1329770458912036,0.9810032791583996,4.136948894736522,2024-05,134361.092926,0.8420107719928187
5497,0x4dffda5b14b30800890c418d8980dff290f65b8841393e411444e6d050a84cc1,4,0.7425861656665802,0.7670223712921143,0.0,1,"#f1, #fallontonight, kamala",2024-07-23 00:28:10+00:00,2024-07-24 22:51:36+00:00,153,20,"#f1, #fallontonight, kamala #paris2024, #basketball, game #belgiangp, can’t, wait #fallontonight, #deadpoolandwolverine, deadpool #hungariangp, droppin’, latest #jimin, “who”, #fallontonight vote, against, ballot trump, donald, where donald, trump, never kamala, harris, enough kamala, harris, best #paris2024, #basketball, means #belgiangp, race, love #billscamp, #billsmafia, bills #fallontonight, #deadpoolandwolverine, wolverine #hungariangp, piastri, oscar #fcrfcb, #fcbayern, #miasanmia #mutour24, #mufc, erik week, #nxtgab, #wwenxt kamala, harris, ukraine kamala, harris, always",#f1 #fallontonight kamala #paris2024 #basketball game #belgiangp can’t wait #fallontonight #deadpoolandwolverine deadpool #hungariangp droppin’ latest #jimin “who” #fallontonight vote against ballot trump donald where donald trump never kamala harris enough kamala harris best #paris2024 #basketball means #belgiangp race love #billscamp #billsmafia bills #fallontonight #deadpoolandwolverine wolverine #hungariangp piastri oscar #fcrfcb #fcbayern #miasanmia #mutour24 #mufc erik week #nxtgab #wwenxt kamala harris ukraine kamala harris always,"['#f1', '#fallontonight', 'kamala', '#paris2024', '#basketball', 'game', '#belgiangp', 'can’t', 'wait', '#fallontonight', '#deadpoolandwolverine', 'deadpool', '#hungariangp', 'droppin’', 'latest', '#jimin', '“who”', '#fallontonight', 'vote', 'against', 'ballot', 'trump', 'donald', 'where', 'donald', 'trump', 'never', 'kamala', 'harris', 'enough', 'kamala', 'harris', 'best', '#paris2024', '#basketball', 'means', '#belgiangp', 'race', 'love', '#billscamp', '#billsmafia', 'bills', '#fallontonight', '#deadpoolandwolverine', 'wolverine', '#hungariangp', 'piastri', 'oscar', '#fcrfcb', '#fcbayern', '#miasanmia', '#mutour24', '#mufc', 'erik', 'week', '#nxtgab', '#wwenxt', 'kamala', 'harris', 'ukraine', 'kamala', 'harris', 'always']",2024-07-23 21:35:44.651293+00:00,Will Kamala speak at Bitcoin conference?,will-kamala-give-a-speech-at-bitcoin-conference,crypto / digital assets,0.8802621677430555,0.8742482617509921,4.425600066080829,2024-07,315472.413082,0.8323353293413174
7065,0x4e2cdbdb6774bb237c9312c8bd73fb13eec06fa7ebf77b37d1f779c6009b0945,2,0.7116576731204987,0.7166942358016968,0.0,1,"party, elon, musk",2025-07-05 19:53:15+00:00,2025-07-06 22:36:26+00:00,10,2,"party, elon, musk party, elon, musk elon, musk, political",party elon musk party elon musk elon musk political,"['party', 'elon', 'musk', 'party', 'elon', 'musk', 'elon', 'musk', 'political']",2025-07-06 21:24:48.800268+00:00,Will Mark Cuban join the America Party?,will-mark-cuban-join-the-america-party,elections / politics,1.0635856512500002,0.8480591926785714,3.585061319375065,2025-07,30524.393837,0.718437900128041
7932,0x4f3cb56cd18c1861ad219dcd245908d36a8de6fe764349a08d64a642f1d11dae,1,0.7000132203102112,0.7000132203102112,0.0,1,"apple, $aapl, $googl",2026-01-12 15:20:38+00:00,2026-01-12 20:59:15+00:00,5,1,"apple, $aapl, $googl apple, $aapl, $googl",apple $aapl $googl apple $aapl $googl,"['apple', '$aapl', '$googl', 'apple', '$aapl', '$googl']",2026-01-12 17:11:41.331988+00:00,"Will Google say ""Gemini 3"" during earnings call?",earnings-mentions-google-2026-02-03-gemini-3-1-times,company / product announcements,0.0771218980092592,0.9889825859986772,3.010336940782259,2026-01,10764.234687,0.7405150039368931
7171,0x4f9cdfbd4e8f91f42cdff1b313695c7ccda0b0dc5171ae8c0b385a89954d7567,2,0.7140000462532043,0.7249034643173218,0.0,1,"#belgiangp, #f1, race",2025-07-27 06:10:37+00:00,2025-07-28 22:00:11+00:00,210,8,"#belgiangp, #f1, race #belgiangp, race, piastri #mclaren, #belgiangp, race #fcbayern, #miasanmia, 𝐅𝐈𝐍𝐀𝐋 optic, gaming, back #belgiangp, back, season #mclaren, #belgiangp, weekend #summerslam, #wweraw, tonight alex, minaur, davidovich",#belgiangp #f1 race #belgiangp race piastri #mclaren #belgiangp race #fcbayern #miasanmia 𝐅𝐈𝐍𝐀𝐋 optic gaming back #belgiangp back season #mclaren #belgiangp weekend #summerslam #wweraw tonight alex minaur davidovich,"['#belgiangp', '#f1', 'race', '#belgiangp', 'race', 'piastri', '#mclaren', '#belgiangp', 'race', '#fcbayern', '#miasanmia', '𝐅𝐈𝐍𝐀𝐋', 'optic', 'gaming', 'back', '#belgiangp', 'back', 'season', '#mclaren', '#belgiangp', 'weekend', '#summerslam', '#wweraw', 'tonight', 'alex', 'minaur', 'davidovich']",2025-07-27 18:11:36.674439+00:00,F1 Hungarian GP: Piastri vs. Norris,f1-hungarian-gp-piastri-vs-norris,sports,0.5006906763773148,0.9284727605175264,3.6242593271843417,2025-07,2998.164515,0.30550576184379
